,Player,Tm,Salary,Cap Hit,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Pos_C,Pos_D,Pos_F,Pos_LW,Pos_RW,Pos_W,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH
469,Jake Evans,MTL,"800,000","750,000",253.0,25.0,60.0,9.0,12.0,21.0,-8.0,20.0,1.2,9.0,0.0,0.0,0.0,11.0,0.0,1.0,104.0,8.7,935.0,33.0,80.0,373.0,388.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Brendan Smith,CAR,"800,000","800,000",835.0,32.0,35.0,3.0,2.0,5.0,4.0,30.0,1.6,3.0,0.0,0.0,1.0,2.0,0.0,0.0,43.0,7.0,489.0,33.0,61.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Ben Harpur,NSH,"800,000","800,000",356.0,27.0,19.0,0.0,1.0,1.0,-10.0,27.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,261.0,21.0,36.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Gerald Mayhew,ANA,"800,000","800,000",583.0,29.0,21.333333333333332,5.333333333333333,0.0,5.333333333333333,-4.666666666666667,9.333333333333334,0.4666666666666666,4.666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,28.666666666666668,18.233333333333334,276.6666666666667,17.333333333333332,32.666666666666664,1.3333333333333333,2.6666666666666665,24.433333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
473,Brad Richardson,VAN,"800,000","800,000",753.0,36.0,21.333333333333332,1.3333333333333333,2.0,3.3333333333333335,-2.6666666666666665,19.333333333333332,0.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,14.666666666666666,6.533333333333334,217.0,10.0,31.333333333333332,70.0,46.666666666666664,60.96666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
474,Luke Schenn,VAN,"800,000","850,000",797.0,32.0,54.0,3.0,11.0,14.0,12.0,47.0,3.6,3.0,0.0,0.0,1.0,11.0,0.0,0.0,66.0,4.5,927.0,80.0,227.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
475,Brad Hunt,VAN,"800,000","800,000",398.0,33.0,38.0,3.0,10.0,13.0,-4.0,12.0,1.9,3.0,0.0,0.0,0.0,9.0,1.0,0.0,51.0,5.9,575.0,41.0,15.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
476,Philipp Kurashev,CHI,"800,000","842,500",494.0,22.0,58.0,5.0,12.0,17.0,-12.0,12.0,0.6,3.0,2.0,0.0,1.0,9.0,3.0,0.0,72.0,6.9,737.0,23.0,29.0,50.0,68.0,42.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Mackenzie Entwistle,CHI,"800,000","811,667",249.0,22.0,50.0,5.0,6.0,11.0,-14.0,19.0,0.3,4.0,0.0,1.0,0.0,6.0,0.0,0.0,31.0,16.1,516.0,20.0,118.0,18.0,25.0,41.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Sam Lafferty,CHI,"800,000","750,000",501.0,26.0,29.333333333333332,3.3333333333333335,2.6666666666666665,6.0,-6.666666666666667,14.666666666666666,0.10000000000000002,3.3333333333333335,0.0,0.0,0.6666666666666666,2.6666666666666665,0.0,0.0,44.0,5.466666666666666,387.3333333333333,14.0,75.33333333333333,50.666666666666664,82.0,37.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
479,Erik Gustafsson,CHI,"800,000","800,000",340.0,29.0,52.0,2.0,14.0,16.0,-2.0,12.0,2.7,2.0,0.0,0.0,0.0,10.0,4.0,0.0,66.0,3.0,825.0,47.0,41.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Blake Lizotte,LAK,"800,000","800,000",537.0,24.0,61.0,8.0,11.0,19.0,11.0,28.0,2.0,7.0,0.0,1.0,1.0,9.0,0.0,2.0,76.0,10.5,723.0,11.0,63.0,276.0,238.0,53.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Logan Stanley,WPG,"800,000","900,000",855.0,23.0,54.0,1.0,12.0,13.0,3.0,42.0,2.2,1.0,0.0,0.0,1.0,11.0,0.0,1.0,79.0,1.3,844.0,90.0,121.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
482,Garnet Hathaway,WSH,"800,000","1,500,000",362.0,30.0,64.0,11.0,11.0,22.0,19.0,51.0,2.5,11.0,0.0,0.0,3.0,10.0,0.0,1.0,105.0,10.5,871.0,47.0,212.0,9.0,18.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
483,Nic Dowd,WSH,"800,000","750,000",215.0,31.0,51.0,8.0,9.0,17.0,9.0,32.0,1.6,7.0,0.0,1.0,0.0,9.0,0.0,0.0,73.0,11.0,731.0,40.0,107.0,426.0,353.0,54.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
484,Kasperi Kapanen,PIT,"800,000","3,200,000",445.0,25.0,68.0,11.0,19.0,30.0,0.0,12.0,2.3,11.0,0.0,0.0,2.0,14.0,5.0,0.0,118.0,9.3,1027.0,18.0,93.0,5.0,7.0,41.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Nate Thompson,PHI,"800,000","800,000",896.0,37.0,21.0,1.0,1.0,2.0,-7.0,29.0,-0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,11.1,249.0,8.0,33.0,78.0,74.0,51.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Kevin Connauton,PHI,"800,000","825,000",166.0,31.0,21.333333333333332,0.0,1.3333333333333333,1.3333333333333333,0.0,2.6666666666666665,0.26666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,16.0,0.0,262.0,18.666666666666668,38.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
487,Curtis Lazar,BOS,"800,000","800,000",515.0,26.0,57.0,7.0,7.0,14.0,-1.0,12.0,1.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0,74.0,9.5,674.0,41.0,148.0,108.0,110.0,49.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Mason Marchment,FLA,"800,000","800,000",571.0,26.0,44.0,15.0,25.0,40.0,26.0,37.0,4.9,14.0,1.0,0.0,1.0,24.0,1.0,0.0,104.0,14.4,617.0,7.0,92.0,7.0,27.0,20.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Ryan Carpenter,CGY,"800,000","1,000,000",129.0,31.0,40.666666666666664,2.0,5.333333333333333,7.333333333333333,-6.666666666666667,24.0,-0.06666666666666667,2.0,0.0,0.0,1.3333333333333333,4.666666666666667,0.6666666666666666,0.0,41.333333333333336,3.233333333333333,515.3333333333334,26.666666666666668,82.66666666666667,122.0,110.66666666666667,53.666666666666664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
490,Trevor Lewis,CGY,"800,000","800,000",527.0,35.0,68.0,4.0,9.0,13.0,-4.0,10.0,0.0,3.0,0.0,1.0,0.0,8.0,1.0,0.0,91.0,4.4,872.0,36.0,153.0,53.0,80.0,39.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Niko Mikkola,STL,"787,500","787,500",613.0,25.0,51.0,3.0,8.0,11.0,-6.0,51.0,1.4,2.0,0.0,1.0,0.0,8.0,0.0,0.0,56.0,5.4,879.0,77.0,104.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Mathieu Joseph,OTT,"775,000","737,500",431.0,24.0,42.666666666666664,7.333333333333333,10.0,17.333333333333332,6.666666666666667,18.0,1.6666666666666667,6.0,0.0,1.3333333333333333,2.0,8.666666666666666,0.0,1.3333333333333333,53.333333333333336,16.26666666666667,594.3333333333334,15.333333333333334,66.0,12.666666666666666,18.0,44.06666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
493,Nathan Bastian,NJD,"775,000","825,000",46.0,24.0,41.333333333333336,7.333333333333333,1.3333333333333333,8.666666666666666,-9.333333333333334,40.666666666666664,0.39999999999999997,5.333333333333333,2.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,55.333333333333336,12.333333333333334,493.3333333333333,22.0,120.66666666666667,14.0,10.666666666666666,54.800000000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
494,Julien Gauthier,NYR,"775,000","775,000",303.0,24.0,47.0,3.0,4.0,7.0,-8.0,4.0,-0.1,3.0,0.0,0.0,1.0,4.0,0.0,0.0,65.0,4.6,483.0,14.0,95.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Rasmus Asplund,BUF,"775,000","825,000",23.0,24.0,68.0,6.0,17.0,23.0,-11.0,8.0,1.0,3.0,2.0,1.0,1.0,15.0,2.0,0.0,113.0,5.3,991.0,13.0,21.0,25.0,33.0,43.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Ryan McLeod,EDM,"775,000","834,167",597.0,22.0,59.0,8.0,10.0,18.0,-5.0,12.0,1.0,7.0,1.0,0.0,1.0,7.0,3.0,0.0,69.0,11.6,754.0,20.0,16.0,206.0,226.0,47.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Jack Studnicka,BOS,"775,000","769,167",873.0,22.0,13.0,0.0,3.0,3.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,166.0,2.0,16.0,49.0,50.0,49.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Austin Strand,LAK,"771,750","771,750",869.0,24.0,8.0,0.0,2.0,2.0,-1.0,0.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,122.0,5.0,7.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Kale Clague,MTL,"761,250","761,250",154.0,23.0,22.666666666666668,0.6666666666666666,4.0,4.666666666666667,-6.666666666666667,10.666666666666666,0.39999999999999997,0.6666666666666666,0.0,0.0,0.0,2.0,2.0,0.0,16.666666666666668,3.1,377.3333333333333,14.0,6.666666666666667,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
500,Alex Formenton,OTT,"750,000","747,500",277.0,22.0,65.0,15.0,13.0,28.0,-10.0,42.0,2.5,11.0,0.0,4.0,1.0,12.0,0.0,1.0,131.0,11.5,985.0,21.0,85.0,7.0,6.0,53.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Andreas Johnsson,NJD,"750,000","3,400,000",422.0,27.0,62.0,12.0,21.0,33.0,4.0,28.0,3.1,11.0,1.0,0.0,0.0,21.0,0.0,0.0,108.0,11.1,896.0,18.0,57.0,4.0,10.0,28.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Dougie Hamilton,NJD,"750,000","9,000,000",349.0,28.0,49.0,9.0,19.0,28.0,-10.0,32.0,3.9,7.0,2.0,0.0,1.0,13.0,6.0,0.0,160.0,5.6,1041.0,77.0,68.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Colton White,NJD,"750,000","750,000",953.0,24.0,25.0,0.0,4.0,4.0,1.0,8.0,0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,325.0,12.0,17.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Mason Geertsen,NJD,"750,000","725,000",307.0,26.0,24.0,0.0,0.0,0.0,-6.0,77.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,165.0,7.0,56.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Brandon Duhaime,MIN,"750,000","750,000",227.0,24.0,66.0,6.0,10.0,16.0,-6.0,84.0,0.5,6.0,0.0,0.0,1.0,10.0,0.0,0.0,82.0,7.3,685.0,16.0,170.0,7.0,12.0,36.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Jacob Middleton,MIN,"750,000","725,000",611.0,26.0,34.666666666666664,2.0,4.0,6.0,3.3333333333333335,48.666666666666664,1.9333333333333333,2.0,0.0,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,38.666666666666664,3.7000000000000006,650.6666666666666,68.66666666666667,67.33333333333333,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
507,Matias Maccelli,ARI,"750,000","853,333",551.0,21.0,16.0,1.0,4.0,5.0,-4.0,4.0,0.1,1.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,7.7,221.0,6.0,7.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Alex Galchenyuk,ARI,"750,000","750,000",292.0,27.0,49.0,5.0,11.0,16.0,-9.0,24.0,0.6,5.0,0.0,0.0,0.0,10.0,1.0,0.0,68.0,7.4,648.0,22.0,54.0,172.0,156.0,52.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Travis Boyd,ARI,"750,000","750,000",93.0,28.0,61.0,13.0,16.0,29.0,-2.0,26.0,2.3,12.0,1.0,0.0,0.0,14.0,2.0,0.0,67.0,19.4,1003.0,48.0,56.0,380.0,458.0,45.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Michael Carcone,ARI,"750,000","750,000",124.0,25.0,9.0,2.0,0.0,2.0,-3.0,5.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.8,109.0,3.0,13.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Janis Moser,ARI,"750,000","886,667",626.0,21.0,33.0,3.0,9.0,12.0,-1.0,12.0,2.0,2.0,1.0,0.0,1.0,9.0,0.0,0.0,29.0,10.3,603.0,36.0,25.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Vladislav Kolyachonok,ARI,"750,000","789,167",473.0,20.0,23.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,5.9,347.0,22.0,33.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Dysin Mayo,ARI,"750,000","750,000",584.0,25.0,60.0,4.0,8.0,12.0,-8.0,23.0,2.2,4.0,0.0,0.0,0.0,8.0,0.0,0.0,69.0,5.8,1257.0,120.0,109.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Cam Dineen,ARI,"750,000","750,000",208.0,23.0,23.0,0.0,6.0,6.0,-7.0,2.0,0.4,0.0,0.0,0.0,0.0,6.0,0.0,0.0,36.0,0.0,355.0,28.0,15.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
